type,country,id
location,Unknown,950ce1a6-a178-4e3e-9316-91ab7ca88664
person,Country_271835,Hannah Brown
person,Country_271835,Bobby Walker
political_organization,Unknown,221942
location,Unknown,0d1c7ce3-7243-47c0-9280-a3262b52dc0f
location,Unknown,634ac4e7-12af-494f-95f5-cd853363525f
company,Country_271835,Khundu Ltd. Liability Co
organization,Unknown,327277616
organization,Unknown,637608
person,Country_271835,Benjamin Barton
organization,Unknown,5337
vessel,Unknown,underwater
Uncategorized,Unknown,waterâ
person,Country_271835,Mrs. Katrina Williams
organization,Unknown,13249468
vessel,Unknown,Aine
Uncategorized,Unknown,intrafish
Uncategorized,Unknown,choicesmagazine
person,Country_271835,Blake Smith
organization,Unknown,42990314
Uncategorized,Unknown,âpoachedâ
Uncategorized,Unknown,krxd
vessel,Unknown,operated vehicle
person,Country_271835,Robert Goodman
vessel,Unknown,Snow Crab
person,Country_271835,Carol Wade
person,Islavaria,Dana Knapp
person,Country_271835,Jeanette Kim
company,Country_322527,Diao yu bi sai Tidal BV Export
person,Oceanus,Patricia Flores
person,Country_271835,Lisa Castaneda
person,Country_271835,Christina Abbott
organization,Unknown,4657860
person,Country_271835,Lauren Garner
organization,Unknown,806
company,Country_271835,Madhya Pradesh Market Pic Transportation
organization,Unknown,3308429
person,Country_712875,Wendy Miller
person,Country_996415,Danielle Sosa
person,Country_271835,James Carr
person,Country_271835,Daniel Burton
person,Country_271835,Jerry Miller
organization,Unknown,15758645
political_organization,Unknown,838200939
person,Country_271835,Jennifer Washington
person,Country_271835,Peter Bush
person,Country_57382,Justin Fowler
organization,Unknown,120
organization,Unknown,2422788
Uncategorized,Unknown,MCDP
location,Unknown,c97073d1-61a4-4a06-a189-8b4642a699e1
political_organization,Unknown,66
location,Unknown,65872b93-db53-4445-a72e-8f84b3d7edfc
vessel,Unknown,Ships
organization,Unknown,9697
organization,Unknown,6204
location,Unknown,96c31987-d50d-4680-9397-2a9d0e3946e1
vessel,Unknown,sailboat Freeport
vessel,Unknown,Perch
person,Country_271835,Ariel Thornton
person,Country_271835,George Vance
vessel,Unknown,CraftâLaw
vessel,Unknown,Ocean Patrol
vessel,Unknown,ARA Bouchard
person,Country_271835,Kristin Dawson
Uncategorized,Unknown,âAwachaâ
person,Country_271835,Brandon Hughes
vessel,Unknown,electric
vessel,Unknown,wheeler
organization,Unknown,570683
organization,Unknown,3342
organization,Unknown,354
Uncategorized,Unknown,âElquiâ
person,Country_271835,Lindsey Conway
person,Country_271835,Ryan Perez
location,Unknown,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5
organization,Unknown,6567453
organization,Unknown,4086
location,Unknown,a0ea93dc-6767-4682-b424-21b5a24ea24b
vessel,Unknown,bulker
company,Country_271835,Kariba Dam  Corporation Nautical
movement,Unknown,ninety
event,Unknown,90
organization,Unknown,822596165
organization,Unknown,5421
company,Country_271835,Pez Dorado BV Logistics
location,Unknown,019d89a8-36be-4402-bf3c-d13cb982cf3f
location,Unknown,6f59e8d7-8f5d-4a7d-a3a4-50ddcb7ad9ad
person,Country_271835,Darin Torres
person,Country_271835,Tracy Rogers
person,Country_271835,Kevin Morris
organization,Unknown,9237588
person,Country_271835,William Murray
company,Country_271835,Punjab Market Marine sanctuary ship
location,Unknown,5025f249-0b3c-4741-a7aa-090d93395acf
location,Unknown,111274e2-c155-4640-9a8e-f506f3fbca06
location,Unknown,aac2c35c-d06d-45df-a1f8-a0c4001f3897
person,Country_271835,James Horton
person,Country_271835,Brian Hansen
person,Country_271835,Michelle Jackson
political_organization,Unknown,17592
location,Unknown,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7
person,Country_271835,Katherine Chavez
person,Country_271835,Stephen Marks
organization,Unknown,2793
person,Country_271835,Martin Bell
person,Country_271835,Michelle Long
Uncategorized,Unknown,âlaughableâ
organization,Unknown,299
person,Country_271835,Jennifer Barber
person,Country_271835,Ryan Hudson
person,Country_271835,John Avila
organization,Unknown,2362
company,Country_271835,Simien Mountains  Company Delivery
organization,Unknown,519852438
Uncategorized,Unknown,âlegitimateâ
person,Country_271835,William Kim
person,Country_271835,Jeffrey Strong
person,Country_271835,Susan Williams
organization,Unknown,432526990
person,Country_271835,Kathryn Gomez
organization,Unknown,463
event,Unknown,âbelieve
person,Country_271835,Dr. Daniel Massey
event,Unknown,âWhatâs
person,Country_271835,Kathleen Benitez
Uncategorized,Unknown,Easterlingsâ
person,Country_271835,Seth Peters
location,Unknown,8851578d-3dd7-4430-8f73-b95305eb1f03
political_organization,Unknown,8634589
organization,Unknown,7260903
company,Country_271835,su y CJSC Canal
location,Unknown,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc
person,Country_247330,Barry Harris
person,Country_271835,Philip Murphy
political_organization,Unknown,9345
person,Polarisdom,Jon White
person,Country_614826,Emily Kennedy
person,Country_271835,Kevin Burnett
organization,Unknown,218148
person,Country_271835,Rebecca Walker
location,Unknown,decfc924-5bdc-4fba-8bbd-bb57d8d478d9
person,Polarisdom,Amanda Scott
Uncategorized,Unknown,22 Raptor
company,Polarisdom,Estrella del Mar Inc Merchants
person,Country_271835,Gerald Washington
person,Country_271835,Jessica Kelly
organization,Unknown,60017
person,Country_271835,Scott Johnson
person,Country_271835,Melissa Bates
person,Country_271835,Mary Clements
person,Country_271835,Sylvia Johnson
location,Unknown,5fddadd0-71e7-4bdf-a471-daddd5f376b8
location,Unknown,7ed038cd-64da-492f-a338-5c4636b91a2b
organization,Unknown,80774
person,Country_271835,Seth Kelley
person,Country_271835,Wanda Collins
location,Unknown,6d0e9c69-47a0-497e-b26e-28755c949385
organization,Unknown,5362
person,Country_271835,Dr. Christina Jensen DDS
location,Unknown,88b35c10-45ae-4ded-ae4a-6cad038cfd91
organization,Unknown,553828215
organization,Unknown,663
person,Country_271835,Lindsey Barr
Uncategorized,Unknown,Filkinsâ
organization,Unknown,43223
organization,Unknown,765078
organization,Unknown,172279392
person,Country_271835,Amanda Rogers
organization,Unknown,4852
vessel,Unknown,electric cars
location,Unknown,b8649055-5b40-43e1-ba33-93182cf978d4
location,Unknown,1bf22b98-519c-4131-8bb4-53ecdd193100
organization,Unknown,8503254
person,Country_271835,Randall Newman
person,Country_271835,Austin Simpson
location,Unknown,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d
person,Country_271835,Grace Perez
person,Country_271835,Travis Rivera
person,Country_271835,Larry Morrow
person,Country_271835,Tammy Martin
political_organization,Unknown,436460757
Uncategorized,Unknown,brianbushard
Uncategorized,Unknown,siladityaray
person,Country_271835,Jeremy Woodard
organization,Unknown,8302
political_organization,Unknown,6352
person,Country_271835,Paul Wiley
person,Country_271835,Miranda Long
person,Country_271835,Michelle Kelley
person,Country_271835,Marvin Everett
person,Country_271835,Joseph Williams
political_organization,Unknown,176
person,Country_271835,Scott Anderson
Uncategorized,Unknown,âenticedâ
person,Country_271835,Kristen Martin
Uncategorized,Unknown,âPartnersâ
organization,Unknown,740111283
organization,Unknown,3657479
organization,Unknown,2810009
organization,Unknown,129461
company,Country_271835,Congo Rapids  Marine sanctuary GmbH & Co. KG Marine sanctuary
Uncategorized,Unknown,The Defendantsâ
location,Unknown,86ac9e66-f9e8-4f2b-ad17-39a52c23288c
organization,Unknown,9550
location,Unknown,6ffd3349-37f4-48c5-bc9a-1b80e722e939
company,Country_271835,Danish Lobster Limited Liability Company Brothers
organization,Unknown,46901627
Uncategorized,Unknown,PÃ
location,Unknown,2ec12718-97bf-45a6-aff5-2d1b9b11d29a
Uncategorized,Unknown,âcommissionâ
organization,Unknown,5007554
organization,Unknown,72630
person,Country_271835,Jeremy Jarvis
organization,Unknown,558
organization,Unknown,55674
Uncategorized,Unknown,âinconsistenciesâ
person,Country_271835,Timothy Austin
organization,Unknown,17353795
person,Country_271835,Matthew Flores
Uncategorized,Unknown,âadjustingâ
person,Country_271835,Tammy Garcia
organization,Unknown,352
organization,Unknown,662290
movement,Unknown,In month
person,Country_271835,Candice Brown
person,Country_271835,Vincent Cummings
organization,Unknown,109071721
event,Unknown,ParÃ¡âs
person,Arreciviento,Douglas Gordon
Uncategorized,Unknown,âillegalâ
organization,Unknown,400
organization,Unknown,2430986
organization,Unknown,327572963
organization,Unknown,438
Uncategorized,Unknown,Hardwoodsâ
person,Country_746165,John Brown
company,Country_271835,SeaSelect Foods Corp Dry dock
Uncategorized,Unknown,meridaâ
organization,Unknown,8251198
organization,Unknown,7914
person,Country_271835,Deborah Bell
organization,Unknown,8269
person,Arreciviento,Vanessa Chandler
organization,Unknown,64545
organization,Unknown,151159036
organization,Unknown,3383
Uncategorized,Unknown,Menardsâ
location,Unknown,f64e747e-13de-4628-b939-92a8ff4eb03f
person,Country_271835,Rachel Arnold
person,Country_244549,Julie Callahan
location,Unknown,68ac10aa-80a3-4b3c-99e5-f5708715ab2c
person,Country_271835,Christopher Benitez
Uncategorized,Unknown,Pitâ
person,Country_271835,David Romero
person,Country_271835,Elizabeth Armstrong
person,Country_271835,Melissa Brock
company,Country_271835,Sudd Swamp  Wave AS Freight 
person,Country_271835,Sergio Ross
Uncategorized,Unknown,Plattsâ
person,Country_271835,Patricia Hunter
vessel,Unknown,Deepwater Horizon
organization,Unknown,455617
organization,Unknown,39033859
organization,Unknown,62532
organization,Unknown,649009867
person,Country_271835,Robert Rodriguez
location,Unknown,da243ebe-ea98-4510-a6a8-add6679f9d1a
vessel,Unknown,Bulk Carrier
location,Unknown,b400d237-4d56-4de8-917a-8e7654ccf315
location,Unknown,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57
person,Country_271835,Andrew Harrison
organization,Unknown,18403617
location,Unknown,011ad1ae-ae1b-4c74-9f58-c020e6a3e836
person,Country_271835,Bryan King
person,Country_271835,Manuel Hess
person,Rio Isla,Tom Bauer
organization,Unknown,4524860
movement,Unknown,three-hour
vessel,Unknown,Motor Vessel
organization,Unknown,24996
organization,Unknown,90411963
location,Unknown,114d2882-b620-4098-bb56-d865bbb85339
person,Country_271835,Christopher Moore
organization,Unknown,28890617
organization,Unknown,14636
event,Unknown,Storm
person,Country_271835,Diane Forbes
person,Country_271835,Dawn Robinson
person,Country_271835,John Murray
person,Country_271835,Nathaniel Shah
person,Country_271835,Stephen Peterson
person,Country_271835,Eric Roman
company,Oceanus,hi xng BV Carriers
person,Country_271835,Martin Jones
person,Country_271835,Chad Ruiz
organization,Unknown,687878
organization,Unknown,368951
location,Unknown,c0ce6d15-622b-42a3-b892-f5efe5b4d00c
location,Unknown,a086a63d-19c7-4241-845a-f82c628d09a2
person,Country_271835,Brett Lee
person,Country_271835,Noah Mitchell
location,Unknown,037acfda-0d33-4ce8-8907-fe7da3e27dff
Uncategorized,Unknown,âexemplaryâ
vessel,Unknown,scooter
organization,Unknown,6071877
location,Unknown,93ac5fec-5f52-4431-a3ff-91430a8062f6
person,Country_271835,Matthew Anderson
location,Unknown,332bb88e-0a63-41e3-8a27-87795fd552e9
event,Unknown,course years
organization,Unknown,440
location,Unknown,4294544a-9643-4cfd-97a0-ac656cb17e60
person,Country_271835,Hannah Ray
person,Country_271835,Nicholas King
organization,Unknown,214883455
location,Unknown,e69d4cb2-8bec-4496-8518-7426c6b9da65
company,Country_271835,Kagera River  GmbH & Co. KG Delivery
organization,Unknown,313441257
organization,Unknown,222079892
organization,Unknown,2919
person,Country_271835,Dana Montes
person,Country_271835,Kendra Owens
organization,Unknown,715490
person,Country_271835,Terri Rodriguez
political_organization,Unknown,73470062
person,Country_271835,Kenneth Fox
Uncategorized,Unknown,âshabuâ
person,Country_271835,Rebecca Coleman
organization,Unknown,868626239
organization,Unknown,573756802
person,Country_271835,Margaret Hodges
person,Country_271835,Diana Dawson
organization,Unknown,613556
organization,Unknown,979294
organization,Unknown,5246016
organization,Unknown,64667049
person,Country_271835,Travis Sparks
person,Country_271835,Deborah Porter DDS
Uncategorized,Unknown,âshark finâ
movement,Unknown,2028
location,Unknown,bc507d7c-29c9-4b0d-909e-52dd450a25d3
person,Country_271835,Cody Lewis
person,Country_271835,Karen Delgado
Uncategorized,Unknown,13d79d632036
person,Country_271835,Susan Mendoza
person,Country_271835,Laura Smith
Uncategorized,Unknown,2038650116
Uncategorized,Unknown,sectors sectors 2033
location,Unknown,b8567859-bf54-49fd-8332-5775e19c65af
person,Country_271835,Kelly Mccarthy
person,Country_271835,Frederick Taylor
location,Unknown,3eed159b-e98e-4f8a-98c2-c34341435411
person,Country_271835,Curtis Grant
person,Country_271835,Lindsay Bennett
location,Unknown,e631b105-4953-43e1-8d37-a3ab5dd3d860
location,Unknown,f514483d-fb5f-4cb2-bb8d-b616b10336d8
location,Unknown,165e0fe7-6725-4f4c-abc1-3ef485a939b0
organization,Unknown,FishEye International
Uncategorized,Unknown,Ancla Azul Company Solutions
Uncategorized,Unknown,âpair
Uncategorized,Unknown,Guessl
Uncategorized,Unknown,Federated
Uncategorized,Unknown,FinestSea Ltd. Corporation Enterprises
Uncategorized,Unknown,Playa de la Felicidad Oyj Cargo
Uncategorized,Unknown,l y S.A. de C.V. International
Uncategorized,Unknown,SeaSpray Wave SRL Solutions
Uncategorized,Unknown,Ocean Fisheries Llc
Uncategorized,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight 
Uncategorized,Unknown,FiTI
Uncategorized,Unknown,Faurtil FÃ¡brica Urnas TietÃª
Uncategorized,Unknown,Turkish Mussels Ltd. Liability Co Marine biology
Uncategorized,Unknown,Fish Sea
Uncategorized,Unknown,Sea Products
Uncategorized,Unknown,Ex-Lax
Uncategorized,Unknown,Fishisland
Uncategorized,Unknown,âGenev
Uncategorized,Unknown,Oceanfront Oasis Inc Carriers
Uncategorized,Unknown,Qingdao Kaiyuan Seafoods
Uncategorized,Unknown,Platts Oilgram
Uncategorized,Unknown,Kerala Market Corp Consulting
Uncategorized,Unknown,Mar de la Vida OJSC
Uncategorized,Unknown,West Bengal S.A. de C.V.
Uncategorized,Unknown,Seafood
Uncategorized,Unknown,Fisheries Inc
Uncategorized,Unknown,Getis-Ord
Uncategorized,Unknown,Bergmanâs
Uncategorized,Unknown,Conduct Joint
Uncategorized,Unknown,âTrials
Uncategorized,Unknown,BPâs
Uncategorized,Unknown,Shellfish Chile SA
Uncategorized,Unknown,Mar de Cristalino Co
Uncategorized,Unknown,SaltwaterSavor Shipyard LC Merchants
Uncategorized,Unknown,sh rn y Corporation
Uncategorized,Unknown,Insung
Uncategorized,Unknown,Petroleum Vapor Intrusion
Uncategorized,Unknown,The Salty Dog Tidepool Kga Transport
Uncategorized,Unknown,Scottish Trout Limited Liability Company Transit
Uncategorized,Unknown,Amorim Flooring
Uncategorized,Unknown,Stock SA
Uncategorized,Unknown,Aqua Ambassadors Limited Liability Company
Uncategorized,Unknown,Sea Luxe Oceanography Kga Transportation
Uncategorized,Unknown,âbracatinga
Uncategorized,Unknown,Seaside Sojourns A/S Shipping
Uncategorized,Unknown,Blue Water Ventures Kga
Uncategorized,Unknown,Bloomberg Law
Uncategorized,Unknown,âCinder
Uncategorized,Unknown,Kariba Dam  N.V. Brothers
Uncategorized,Unknown,Tuna Vietnam
Uncategorized,Unknown,Marine Foods
Uncategorized,Unknown,3 Ltd. Liability Co
Uncategorized,Unknown,Hudsons Bay
Uncategorized,Unknown,STL
Uncategorized,Unknown,FiTIâs
Uncategorized,Unknown,Jharkhand s GmbH & Co. KG
Uncategorized,Unknown,Phillips
Uncategorized,Unknown,Rose
Uncategorized,Unknown,Savaneta Corporation Marine life
Uncategorized,Unknown,Michael Limited Liability Company
Uncategorized,Unknown,Irtysh - Inc Distribution
Uncategorized,Unknown,âUS
Uncategorized,Unknown,Orange River  AS Logistics
Uncategorized,Unknown,Andhra Pradesh  Investment Dry dock
Uncategorized,Unknown,Uber Connect
Uncategorized,Unknown,One Hongn
Uncategorized,Unknown,Himachal Pradesh Aquatic Plc Brothers
Uncategorized,Unknown,Lake Tanganyika Sea AS Shipping
Uncategorized,Unknown,Nagaland Sea Ltd. Liability Co &
Uncategorized,Unknown,Estrella de la Costa  Consultants
Uncategorized,Unknown,Kores De Venezuela C A
Uncategorized,Unknown,Faroe Islands Plc Investment
Uncategorized,Unknown,Logistics
Uncategorized,Unknown,Dispenseroo
Uncategorized,Unknown,80 Percent Arms
Uncategorized,Unknown,CM Nationali
Uncategorized,Unknown,MV
Uncategorized,Unknown,Alpha Brokersa
Uncategorized,Unknown,Sea Seekers Merchants Cruise ship
Uncategorized,Unknown,Ronald
Uncategorized,Unknown,C Express
Uncategorized,Unknown,Znamensk Eel LLC United
Uncategorized,Unknown,Sisdof/Sinaflor
Uncategorized,Unknown,IndÃºstria Madeireira Uliana
Uncategorized,Unknown,Felbab-Brown
Uncategorized,Unknown,Ocano del Este SE
Uncategorized,Unknown,Malabar Sea Catch Sp
